label,binidx,vv_pol,vv_pol_nm
AlP,34,0.026790510037360906,0.026790510037360906
AlP,35,0.0023719204098950706,0.0023719204098950706
AlP,36,0.022515261226595668,0.022515261226595668
AlP,37,0.011096556130488084,0.011096556130488084
AlP,38,0.007929152972110498,0.007929152972110498
AlP,39,0.0228878188160192,0.0228878188160192
AlP,40,0.02561991516861243,0.02561991516861243
AlP,41,0.05048342717596022,0.05048342717596022
AlP,42,0.0019422437279689527,0.0019422437279689527
AlP,45,0.002075791728308525,0.002075791728308525
AlP,47,0.0023518032401084925,0.0023518032401084925
AlP,48,2.8976113903580993e-08,2.8976113903580993e-08
AlP,49,0.003925021200283733,0.003925021200283733
AlSb,1,0.40957266971094064,1.4324131635763933e-06
AlSb,2,1.0824255704742565,0.0022231875459191005
AlSb,3,2.711330425943632,0.24697938200061573
AlSb,4,4.1792648151170955,2.5466216728228663
AlSb,5,11.612737877421049,11.150857811810518
AlSb,6,17.949492291504015,17.93896864420534
AlSb,7,16.034099612234368,16.03409041157249
AlSb,8,9.44782151325747,9.447821512986952
AlSb,9,4.38886853972226,4.388868539722258
AlSb,10,1.3981999070262536,1.3981999070262536
AlSb,11,0.8244120962959103,0.8244120962959103
AlSb,12,0.6129917020685056,0.6129917020685056
AlSb,13,0.4897506537386131,0.4897506537386131
AlSb,14,0.3884268362550651,0.3884268362550651
AlSb,15,0.2843856967151246,0.2843856967151246
AlSb,16,0.3200079741418746,0.3200079741418746
AlSb,17,0.21328185539949215,0.21328185539949215
AlSb,18,0.24868455786615362,0.24868455786615362
AlSb,19,0.20482311609371634,0.20482311609371634
AlSb,20,0.16908272480432465,0.16908272480432465
AlSb,21,0.19380920990128375,0.19380920990128375
AlSb,22,0.22347734928582658,0.22347734928582658
AlSb,23,0.2647630431154072,0.2647630431154072
